Loop0-beta_i1,0.07432914767353838
Loop0-beta_i2,0.09708519222575374
Loop0-beta_i3,0.15628515793079503
Loop0-beta_i4,0.10858192080826101
Loop0-beta_i5,0.15676519482289486
Loop0-beta_i6,0.14794749420186887
Loop0-beta_i7,0.07143506380058454
Loop0-beta_i8,0.10131381273106105
Loop0-beta_i9,0.16101739138579574
Loop0-beta_r3,0.07797369632823159
Loop0-beta_r4,0.007432953361535821
Loop0-beta_r5,0.024934704676914166
Loop0-beta_r6,0.04188764673724987
Loop0-beta_r7,0.048954936796628434
Loop0-beta_r8,0.023956296869261262
Loop0-beta_r9,0.07975230123005893
Loop0-d_k1,0.0015055629458232689
Loop0-d_k2,0.0691343204871205
Loop0-d_k3,0.0357086819423848
Loop0-d_k4,0.10634856537532839
Loop0-theta0,0.04333828032311182
Loop0-theta1,0.038806147807129654
Loop0-theta2,0.07010408547614222
Loop0-theta3,0.41647772988017673
Loop0-theta4,0.1935318884710014
Loop0-theta5,0.10553010271870611
Loop0-theta6,0.20545126346625664
Loop0-theta7,0.03668728726340431
Loop0-theta8,0.2636775427311313
Loop0-theta9,0.13032461330037703
Loop0-theta10,0.2919700080775256
Loop0-theta11,0.02366764441704916
Loop0-theta12,0.02667995010424118
Loop0-theta13,0.2700666180604937
Loop0-theta14,0.1459013243432402
Loop0-theta15,0.17446795686549255
Loop0-theta16,0.10267608440493436
Loop0-theta17,0.018401959509778465
Loop0-theta18,0.20178813506977233
Loop0-theta19,0.10923804260929038
Loop0-theta20,0.17869386105440932
Loop0-theta21,0.37273946308539097
Loop0-theta22,0.059656601492161565
Loop0-theta23,0.1121909987557095
Loop0-theta24,0.148022335119246
Loop0-theta25,0.03415309903762054
Loop0-theta26,0.14244204045965048
Loop0-theta27,0.12754701583409556
Loop0-theta28,0.23417529143525773
Loop0-theta29,0.17941929398287232
Loop0-theta30,0.21803429169920419
Loop0-theta31,0.259255884809126
Loop0-theta32,0.10511571539645459
Loop0-theta33,0.029543269103241787
Loop0-theta34,0.22380987426480903
Loop0-theta35,0.14025652490768203
Loop0-theta36,0.07925890907625044
Loop0-theta37,0.12669403383304378
Loop0-theta38,0.0498908804904854
Loop0-theta39,0.3901378191130579
Loop0-theta40,0.24604956135482547
Loop0-theta41,0.0893609497911734
Loop0-theta42,0.011496256874185762
Loop0-theta43,0.18430951857111852
Loop0-theta44,0.12936952453841066
Loop0-theta45,0.13985501482206142
Loop0-theta46,0.04743318700188423
Loop0-theta47,0.19592790507864188
Loop0-theta48,0.10135409013481539
Loop0-theta49,0.2566227784049333
Loop0-theta50,0.05126397178910158
Loop0-theta51,0.03571752370612541
Loop0-theta52,0.18420619185813847
Loop0-theta53,0.36747790017316295
Loop0-theta54,0.20603404531160185
Loop0-theta55,0.23626115093223438
Loop0-theta56,0.06025969154127697
Loop0-theta57,0.2968906217924949
Loop0-theta58,0.07624614825284448
Loop0-theta59,0.12575299758916159
Loop0-theta60,0.00775294197928833
Loop0-theta61,0.04940630080902564
Loop0-theta62,0.20626014877190813
Loop0-theta63,0.2002827362989526
Loop0-theta64,0.26659064880242034
Loop0-theta65,0.4130395918325748
Loop0-theta66,0.0272565455254421
Loop0-theta67,0.2780548495513772
Loop0-theta68,0.24122031437244884
Loop0-theta69,0.13149658076799964
Loop0-theta70,0.3589797410838349
Loop0-theta71,0.319144763453445
Loop0-theta72,0.07318682423682607
Loop0-theta73,0.1525021426833777
Loop0-theta74,0.11387295734622227
Loop0-theta75,0.46547978009158797
Loop0-theta76,0.15880310709889012
Loop0-theta77,0.020908493445232157
Loop0-theta78,0.21655555732515863
Loop0-theta79,0.05413344801470116
